history_date,character_isk,corporation_isk,total_isk,isk_velocity,isk_velocity_wo_accessories
2017-02-18,789567087723207.1,187459571631534.5,977026659354741.6,0.9159312647773054,0.48808769698729104
2017-02-19,790583005620236.1,188039571976744.44,978622577596980.5,0.9003328297158019,0.4932102744441446
2017-02-20,789666524306414.1,188497573614997.75,978164097921411.9,0.7647361691461277,0.4302843540989125
2017-02-21,788855291498398.2,188790652294236.06,977645943792634.2,0.7227163600935013,0.4007984153959449
2017-02-22,789565530065517.5,189166454863041.03,978731984928558.5,0.7266427756804554,0.3982953143514206
2017-02-23,789022922364745.8,189101859461439.53,978124781826185.2,0.7645384039557651,0.41106059953124874
2017-02-24,790394457538362.2,189754889666382.78,980149347204745.0,0.7432549969999969,0.360816086970182
2017-02-25,792628198434283.8,189869341734112.22,982497540168396.0,0.8120482009654203,0.3601313278383399
2017-02-26,794123295469543.4,190354453739551.06,984477749209094.5,0.8059055851292046,0.38557245909491106
2017-02-27,793260355132025.1,190322133435801.62,983582488567826.8,0.7353085829853242,0.39455163600115284
2017-02-28,793265796523059.9,189968682712330.12,983234479235390.0,0.8320899978045232,0.4437892219347803
2017-03-01,795207671535951.9,190126776211896.56,985334447747848.5,0.7905703931356006,0.4210358733471667
2017-03-02,795657616149233.2,189915680929079.22,985573297078312.5,0.7730100951146248,0.40562581091786826
2017-03-03,796623984575954.8,190126825477661.25,986750810053616.0,0.750573818362092,0.4032326248204747
2017-03-04,799201097497711.0,190360327785654.8,989561425283365.8,0.8788070594114189,0.47448476532291434
2017-03-05,800613623753562.6,190124177673581.2,990737801427143.8,0.8692394953594792,0.4727701182493368
2017-03-06,799730161061363.9,189864677978926.25,989594839040290.1,0.742713970901804,0.40929710694914007
2017-03-07,799177612200030.8,188904319694366.38,988081931894397.1,0.7277572684633299,0.39636166364037456
2017-03-08,799380450707216.1,189205721044467.56,988586171751683.8,0.6769459728819626,0.36102148418772084
2017-03-09,800436452998338.4,189062479758985.1,989498932757323.5,0.7092938203251127,0.3750468451731651
2017-03-10,799459316674671.8,190629542583607.2,990088859258279.0,0.7423937211540428,0.3759551426734492
2017-03-11,800025770872990.0,190759748701797.75,990785519574787.8,0.8458832344853786,0.4442138681497294
2017-03-12,800832912398709.8,191768935814978.34,992601848213688.1,0.8912185124040626,0.46038963492434176
2017-03-13,801131088976601.2,191602633974497.44,992733722951098.8,0.7084070114835418,0.37387940822029564
2017-03-14,801043026171068.5,187576558819988.7,988619584991057.2,0.7172938404616266,0.3674889233554077
2017-03-15,799505063576992.6,188372326905770.5,987877390482763.1,0.7042908664402697,0.3575463625956748
2017-03-16,802665451294962.1,187833441976491.94,990498893271454.0,0.7591733070771598,0.3528659681189035
2017-03-17,803389415494185.9,188093276891654.84,991482692385840.8,0.7473839363870082,0.3561191506814183
2017-03-18,804664115677440.5,188572974719468.72,993237090396909.2,0.8318908153834426,0.43671410185846105
2017-03-19,806756736484102.8,189104685528793.53,995861422012896.2,0.8650258216261868,0.44933022577693454
2017-03-20,805127984398913.6,189203686516664.25,994331670915577.9,0.6862753851276153,0.36454716759778405
2017-03-21,828899097298264.9,189242541873890.34,1018141639172155.2,0.686414620765462,0.33852880474643715
2017-03-22,829442475831692.9,189594693604207.12,1019037169435900.0,0.6654384453268848,0.342179835383553
2017-03-23,830916099706217.6,189155052113679.9,1020071151819897.5,0.6530682991802886,0.3330297730929909
2017-03-24,831834980173001.8,190032985912184.72,1021867966085186.5,0.6819343698425164,0.3402301908952861
2017-03-25,834177619340769.2,189705436825680.84,1023883056166450.1,0.7742270235002091,0.41035270670922075
2017-03-26,836574148168220.6,189473057982511.3,1026047206150732.0,0.7644065984179473,0.39103455152371136
2017-03-27,834330879203395.9,189420723793288.22,1023751602996684.1,0.6607249379090984,0.34684922675034424
2017-03-28,832352372603756.9,189092217844724.25,1021444590448481.1,0.6568470104889832,0.3236846275685524
2017-03-29,833043245831650.9,189450456044189.94,1022493701875840.8,0.6511921087178993,0.32124588261041404
2017-03-30,831797287297495.9,190108293374357.7,1021905580671853.5,0.7089806750428547,0.32789680874503213
2017-03-31,831709530482316.2,190229466374706.88,1021938996857023.1,0.7862762320196246,0.33178466678226054
2017-04-01,832974813030083.2,190311921321841.4,1023286734351924.6,0.9007940602247408,0.4038010224216326
2017-04-02,833588723126829.5,191584147151086.9,1025172870277916.4,0.8958180918427433,0.4083761352630036
2017-04-03,833821618846484.9,190388523547964.94,1024210142394449.8,0.6546456533583436,0.32747806716981537
2017-04-04,832627116697730.0,193492204963575.28,1026119321661305.2,0.6364542046421728,0.3209663392758095
2017-04-05,832154153667257.0,193822654536966.1,1025976808204223.1,0.6446215209682296,0.325497936910207
2017-04-06,833441985362638.2,193658575825172.03,1027100561187810.2,0.6289131471566941,0.31141095891962206
2017-04-07,834806010064257.4,193903492153680.6,1028709502217938.0,0.6325115932885051,0.3281368198078763
2017-04-08,836066783895970.8,195132302820860.0,1031199086716830.8,0.8019407201024359,0.3942570824377455
2017-04-09,837806736825199.9,195422523873425.78,1033229260698625.6,0.7480321213476228,0.3933691803928495
2017-04-10,837649725414778.0,195114588495993.72,1032764313910771.8,0.674300522632579,0.34093048232371337
2017-04-11,837815188985445.6,194334096346951.3,1032149285332397.0,0.6470646631921848,0.3341496928725325
2017-04-12,837112339159919.0,194723030689297.72,1031835369849216.8,0.6307959112764716,0.325327374339197
2017-04-13,837727911138037.4,195103440759874.97,1032831351897912.4,0.6478754337368314,0.32239057637432716
2017-04-14,839637177693288.1,195690013576295.84,1035327191269584.0,0.7486730880244774,0.3789286602917409
2017-04-15,838797162560333.0,196500799049362.97,1035297961609696.0,0.7643086325135339,0.38046143910246644
2017-04-16,840599421885675.4,197099022962959.28,1037698444848634.6,0.7301485489101674,0.38943219975813903
2017-04-17,840668197301800.1,197027604841828.8,1037695802143629.0,0.7096747427143876,0.3579421002298697
2017-04-18,838163761731682.0,197346151048456.16,1035509912780138.1,0.6674289634353978,0.317096310637471
2017-04-19,837679449784765.4,197540895092127.44,1035220344876892.8,0.6399771959925458,0.3214241330141394
2017-04-20,813688818104157.0,197555553388612.12,1011244371492769.1,0.6626521650640192,0.3208858698521733
2017-04-21,813876823952902.2,198883836007467.38,1012760659960369.6,0.6944431502331617,0.33744805251286236
2017-04-22,814680377510316.0,199733493745133.9,1014413871255449.9,0.82197056109849,0.417517046950352
2017-04-23,815709096652054.1,199697479225467.56,1015406575877521.8,0.8125168756912698,0.4147348504512983
2017-04-24,815934641354879.2,199594655595617.66,1015529296950496.9,0.6865096555745337,0.351992886992377
2017-04-25,815936202885338.5,199487586124305.0,1015423789009643.5,0.6432539609688261,0.33237281468559843
2017-04-26,816482741533589.9,200073260380852.2,1016556001914442.0,0.6331854539809818,0.32257963839067294
2017-04-27,817446660988987.9,201058947416275.22,1018505608405263.1,0.6417326914656178,0.3043841340303223
2017-04-28,818087632645437.4,201061683380446.8,1019149316025884.2,0.7354155533903856,0.33667703293513934
2017-04-29,819220112564862.9,201678974755629.3,1020899087320492.2,0.7869989071323935,0.3694575675183891
2017-04-30,820184208652589.1,202179611267731.38,1022363819920320.5,0.8182090600372861,0.39070655557582845
2017-05-01,821205095878367.0,202405681264176.4,1023610777142543.4,0.7490519724264102,0.36527431163221136
2017-05-02,821595725959827.5,201312049307468.03,1022907775267295.5,0.681242359235355,0.33303261741571677
2017-05-03,824446337355546.5,200592632555115.62,1025038969910662.1,0.6886662028663301,0.32115626098733957
2017-05-04,824389904345879.0,198618133760475.88,1023008038106354.9,0.6889688175435776,0.31660903825834336
2017-05-05,823925453702253.0,199183269442546.8,1023108723144799.8,0.6873028598624252,0.324197680168902
2017-05-06,827947687034333.4,200476513561476.44,1028424200595809.8,0.7960893463596138,0.38984128764135706
2017-05-07,834373241665469.2,201925069776348.25,1036298311441817.5,0.7767451990996362,0.3895132647653937
2017-05-08,836957293856952.0,202853338506005.22,1039810632362957.2,0.7276718478666258,0.3623150741632672
2017-05-09,840174697038785.1,203109280151634.56,1043283977190419.8,0.696214718264375,0.3222940372715517
2017-05-10,842003404784295.0,203080894362209.84,1045084299146504.9,0.6807355550835401,0.32576463638209424
2017-05-11,845174681267892.4,203041137354638.94,1048215818622531.2,0.6553169130213434,0.3243607187962254
2017-05-12,848641370895016.8,203364027507813.2,1052005398402830.0,0.6954828556394074,0.3230322228187355
2017-05-13,851242683581039.5,203450946869657.75,1054693630450697.2,0.7757119103811698,0.3830606724554446
2017-05-14,852870907204337.5,204101962675674.47,1056972869880012.0,0.765779991494535,0.38524540750689745
2017-05-15,853423568141680.8,204576768409240.8,1058000336550921.5,0.6375287213499314,0.33149228313612994
2017-05-16,853112630054982.5,204461106104237.4,1057573736159219.9,0.6296634502856219,0.3062739989303525
2017-05-17,853591773714131.1,204007182040801.84,1057598955754933.0,0.6712384515904254,0.3159545427672554
2017-05-18,854897289074576.2,204509357118470.97,1059406646193047.2,0.7242959427367976,0.3178341775583916
2017-05-19,858984688830452.9,204920697612911.62,1063905386443364.5,0.7397404344174874,0.3305403332285469
2017-05-20,864242634218686.4,205849582610527.25,1070092216829213.6,0.7983495744180314,0.3766481085530866
2017-05-21,867049547094427.8,206210799207917.84,1073260346302345.6,0.7957227656829243,0.39274414424092574
2017-05-22,865723796177672.0,206811551955902.38,1072535348133574.4,0.6525187024483946,0.3176309171065744
2017-05-23,865077742590204.1,207577077351387.25,1072654819941591.4,0.6827892349355005,0.3074763105876996
2017-05-24,865986240554069.0,208055085421866.28,1074041325975935.2,0.7029409874451494,0.31925674320655373
2017-05-25,867693272184161.5,211634920462964.72,1079328192647126.2,0.6982150222050266,0.3309916218108396
2017-05-26,869534071019926.8,210913439305466.2,1080447510325393.0,0.6862756899220381,0.3204671245553735
2017-05-27,870794810863225.0,211751343724701.5,1082546154587926.5,0.7772580718214627,0.35683325697710616
2017-05-28,871451163295210.2,212085545032161.66,1083536708327371.9,0.7552117108333131,0.37679601888618686
2017-05-29,872518596359007.0,212361268171365.47,1084879864530372.5,0.7019021811153964,0.3633339756319754
2017-05-30,873182324789272.9,212432940444739.28,1085615265234012.1,0.6488280260421508,0.31468324034473183
2017-05-31,873328622215093.2,213432413925474.25,1086761036140567.5,0.6472176901875858,0.3153338285218912
2017-06-01,875180468003599.8,213063828840041.47,1088244296843641.2,0.7169591564279666,0.31418003203328226
2017-06-02,875993965509298.1,212465834575372.38,1088459800084670.5,0.8160019910629608,0.33149065223606106
2017-06-03,877267810381106.5,212078020935060.0,1089345831316166.5,0.8852908067033894,0.3828841908155458
2017-06-04,878317552498303.5,212024256111176.34,1090341808609479.9,0.8688840565825083,0.38216570247061715
2017-06-05,876488685668725.5,212576509167815.97,1089065194836541.5,0.8250638029255665,0.35958552874623045
2017-06-06,871664838192300.6,211054320988537.78,1082719159180838.4,0.729001460852483,0.3293989571609991
2017-06-07,870684336131720.1,210724895228524.28,1081409231360244.4,0.643031807721012,0.3227099270364803
2017-06-08,867116017375108.8,210520339810147.88,1077636357185256.6,0.687883313781143,0.34989226050734706
2017-06-09,868633013724874.0,209590699499025.1,1078223713223899.1,0.7298930907566261,0.3085238420125704
2017-06-10,869723179185948.1,209276419444782.5,1078999598630730.6,0.7735216810780411,0.3574954878535543
2017-06-11,870281028112813.4,209533108351996.06,1079814136464809.5,0.7480751893579569,0.36865907123660563
2017-06-12,869668503621638.4,209091461053146.3,1078759964674784.8,0.6663193003484706,0.33759551858013415
2017-06-13,869045834787740.8,208683684860773.38,1077729519648514.1,0.6578529883863129,0.33043281451458806
2017-06-14,868942405014117.4,209194476692173.28,1078136881706290.6,0.661142173393845,0.328835306122204
2017-06-15,871043565472734.4,208938530797862.5,1079982096270596.9,0.7034721622353909,0.3450621563736129
2017-06-16,872409466290117.0,209670052269006.2,1082079518559123.2,0.624119290804466,0.315858618434277
2017-06-17,873149847511502.9,209336324841550.94,1082486172353053.8,0.7222342171039237,0.366339464837852
2017-06-18,871367744744310.2,209579534120954.06,1080947278865264.2,0.7507770688409108,0.3685057983089532
2017-06-19,867423491367879.0,208772634504716.9,1076196125872595.9,0.6623966103348026,0.31141504209030707
2017-06-20,863864355152662.5,209412464465996.12,1073276819618658.6,0.6487746423137233,0.30202587808931924
2017-06-21,862259561385532.6,209640550091244.56,1071900111476777.2,0.5890304728275626,0.27936654330282046
2017-06-22,861396189867797.0,209666856141451.94,1071063046009249.0,0.6410160470586217,0.3070174424301015
2017-06-23,861777119893440.1,209860855097498.4,1071637974990938.5,0.6871108534044232,0.31663907014624576
2017-06-24,861854279875381.8,210306541020411.1,1072160820895792.9,0.7498211011821093,0.3472061189970858
2017-06-25,863257164384800.0,210080654142443.2,1073337818527243.2,0.7705380764944919,0.3768324501258827
2017-06-26,862724214490513.4,209629568998619.75,1072353783489133.1,0.6666420833203525,0.3064061529018108
2017-06-27,861643293544929.2,210073867833959.75,1071717161378889.0,0.6550777631642065,0.305556929081839
2017-06-28,860419440566261.5,209859421066235.84,1070278861632497.4,0.6076604163927015,0.2913700047745773
2017-06-29,860274379862715.0,210185386930914.97,1070459766793630.0,0.6429482588393087,0.2849897193621443
2017-06-30,859462514540365.9,210162204212560.4,1069624718752926.2,0.729217020286952,0.29877796074450835
2017-07-01,859126506834950.2,210226408580237.3,1069352915415187.5,0.7538036289202508,0.33583333466614357
2017-07-02,858456687726905.8,210804006530602.62,1069260694257508.4,0.6761402920009498,0.33537403264576454
2017-07-03,857169948240948.5,211066125347657.1,1068236073588605.6,0.6444509003626677,0.3098385175641705
2017-07-04,855705007837135.2,210929845672069.22,1066634853509204.5,0.6654739272466567,0.3004961054175849
2017-07-05,856110120227139.5,210638410345605.62,1066748530572745.1,0.5848532236890035,0.26817402051440664
2017-07-06,855370561729987.9,210639110136602.34,1066009671866590.2,0.6212942540382904,0.2888765324753519
2017-07-07,856126389141152.5,211980897974839.47,1068107287115992.0,0.5971973651404886,0.27909928308961546
2017-07-08,857530248864905.0,212604280856808.12,1070134529721713.1,0.7104230040667459,0.3274642983762294
2017-07-09,852997225231836.6,212218071254767.6,1065215296486604.2,0.729230766303472,0.3481341129083066
2017-07-10,848597128013479.6,212151223262798.88,1060748351276278.5,0.5903006205141375,0.2894768693317231
2017-07-11,849374163437509.9,211063275941307.5,1060437439378817.4,0.6046318326300045,0.3046792096634124
2017-07-12,847351129673884.8,211406973436348.28,1058758103110233.0,0.646439582752281,0.31685061424601957
2017-07-13,846973056015229.5,211456347062787.03,1058429403078016.5,0.64231219123775,0.31519157421480176
2017-07-14,846620670141399.4,211813817856616.8,1058434487998016.2,0.6721206582072112,0.30958269115371606
2017-07-15,846260171381198.2,212142026359399.25,1058402197740597.5,0.7904729031536356,0.3573901044711468
2017-07-16,845960443662515.9,212329565335818.84,1058290008998334.8,0.7810631735521522,0.39206350384795857
2017-07-17,844899970936334.5,213089165386655.25,1057989136322989.8,0.6239153546303163,0.31071975946679653
2017-07-18,845423419550210.6,212782614948815.0,1058206034499025.6,0.6155697519897304,0.3013178655769871
2017-07-19,845190487954807.6,212660976533388.94,1057851464488196.5,0.6397049626685632,0.307874440801688
2017-07-20,846497709956920.1,213214679665940.66,1059712389622860.8,0.6585350862875361,0.3067233018854565
2017-07-21,847689018375514.9,213670537600201.84,1061359555975716.8,0.6701796525686947,0.30871146361897595
2017-07-22,849945787879535.5,213240158426866.4,1063185946306401.9,0.7614261651649123,0.34308839779905004
2017-07-23,851579539535338.5,213215143720317.5,1064794683255656.0,0.7767875908530565,0.362018967406079
2017-07-24,850724813951003.5,212884958698761.72,1063609772649765.2,0.6748275570544311,0.3123525962450315
2017-07-25,849785882423737.2,212196318860316.53,1061982201284053.8,0.6832819416477651,0.3047638555706668
2017-07-26,849416174411851.1,212417388384426.5,1061833562796277.6,0.667388316034384,0.30182757233580815
2017-07-27,849716625890858.9,212182955233260.4,1061899581124119.2,0.6961331322530698,0.2959196626871638
2017-07-28,848429462489550.8,212199341369281.97,1060628803858832.8,0.7111680224179981,0.30271056033110116
2017-07-29,849446856742910.8,213044825496475.0,1062491682239385.8,0.8190559428702306,0.36542672596043585
2017-07-30,850156846305114.6,213176190989943.62,1063333037295058.2,0.8438679406736409,0.3809258602858917
2017-07-31,849180213150461.4,212672259835596.97,1061852472986058.4,0.6758694618181381,0.3111331647110207
2017-08-01,848930766489462.6,212764588985053.28,1061695355474515.9,0.7186121148597202,0.31912249846823976
2017-08-02,848381727919229.9,212182105853584.03,1060563833772813.9,0.6743103172495277,0.304953120333507
2017-08-03,848831386955985.0,212254018780539.25,1061085405736524.2,0.7245227687455857,0.3163121461928543
2017-08-04,849056662102560.4,211867010023380.84,1060923672125941.2,0.7645171834551141,0.3361510943318342
2017-08-05,849704883237466.9,213137994869353.53,1062842878106820.4,0.8290618565148263,0.3733160543068698
2017-08-06,851393167149089.4,213895152635120.66,1065288319784210.0,0.7681443282020867,0.38211184775071416
2017-08-07,849784133020947.1,213456205206832.5,1063240338227779.6,0.7099796802061508,0.31746744604963806
2017-08-08,849978309403043.0,212970937365879.84,1062949246768922.9,0.6226041346161832,0.2983464164026067
2017-08-09,850781683268649.9,213352227545761.78,1064133910814411.6,0.6309704752104873,0.30649125373272007
2017-08-10,850355432440612.1,210434074732580.78,1060789507173192.9,0.6328910774679468,0.28516231399867664
2017-08-11,849877894412904.9,211199929011271.47,1061077823424176.4,0.6640240074525595,0.30454894626594076
2017-08-12,850881584375367.4,211284136241088.5,1062165720616455.9,0.7557048883474958,0.3456923397723925
2017-08-13,851196484762615.4,210335743272845.75,1061532228035461.1,0.7276959084589788,0.3517132454450597
2017-08-14,849832605840613.9,209469939021519.72,1059302544862133.6,0.6383150098981653,0.2912630565215191
2017-08-15,848065116374569.4,209539726082662.4,1057604842457231.8,0.628076527126192,0.3013324317727169
2017-08-16,847415285471354.5,210217166341168.16,1057632451812522.6,0.6620214441556411,0.2925765208058564
2017-08-17,849322395184387.4,212224347029099.53,1061546742213486.9,0.8500821842470905,0.3031192845523298
2017-08-18,848721890061017.4,212540883105081.38,1061262773166098.8,0.8557393255539602,0.31743379044786063
2017-08-19,849063924884892.0,211763524945540.2,1060827449830432.2,0.8853134703618283,0.36024324917184614
2017-08-20,850639780246327.4,212249221214845.03,1062889001461172.4,1.000184016745676,0.36918170588483584
2017-08-21,849487633662766.9,212887045187953.12,1062374678850720.0,0.746608878837373,0.3083057714527078
2017-08-22,847484327794301.1,213431852051303.78,1060916179845604.9,0.6958496362376146,0.3086647108730073
2017-08-23,846814468358582.1,213378131229738.56,1060192599588320.8,0.6223359063355549,0.2978550589781311
2017-08-24,847772864128209.4,213316918423564.1,1061089782551773.5,0.6451417985461283,0.30675545845604035
2017-08-25,846663925572660.5,213749917502114.0,1060413843074774.5,0.7163297460254676,0.32101317660355805
2017-08-26,848497854540638.4,213145723153623.5,1061643577694261.9,0.7664161587475473,0.37457619797261266
2017-08-27,849826893432235.2,214121030522148.44,1063947923954383.8,0.8171946125401381,0.37387564635611426
2017-08-28,848118055903987.6,213853700916168.72,1061971756820156.4,0.6422008207760225,0.3069431193141664
2017-08-29,846713847475863.1,214265126225832.5,1060978973701695.6,0.6301332160395612,0.308786904179755
2017-08-30,847183906921392.6,215354290654958.72,1062538197576351.4,0.6396703994375548,0.30698900749631397
2017-08-31,846424977610179.5,215678336147268.47,1062103313757448.0,0.6832961871090971,0.31774306720339524
2017-09-01,848045070809714.0,215400760032955.03,1063445830842669.0,0.7145772023663043,0.332140469281067
2017-09-02,849204417263152.8,214820997570614.6,1064025414833767.4,0.804932232801334,0.37659968835515945
2017-09-03,850235690993874.9,215092533788081.9,1065328224781956.8,0.7852418987654556,0.38811986933716736
2017-09-04,849495098561172.0,214894229221007.66,1064389327782179.6,0.6891232300339867,0.3617070623926863
2017-09-05,847454039835392.5,214759163973905.75,1062213203809298.2,0.6269533637556925,0.3166191435891523
2017-09-06,849163316331565.8,214749749729493.8,1063913066061059.5,0.6371628601600333,0.29947873456234697
2017-09-07,849364017135857.8,214260075880551.47,1063624093016409.2,0.6629056003211591,0.3080635284511639
2017-09-08,849405354027977.2,214796956310416.56,1064202310338393.8,0.6648300563501687,0.31040009093083726
2017-09-09,850405877794546.1,215327502272926.66,1065733380067472.8,0.7592274691389033,0.368139564278099
2017-09-10,852403800236066.6,214713931861884.1,1067117732097950.8,0.8187238626571465,0.39591607322498507
2017-09-11,853498691649620.4,214272386927601.7,1067771078577222.0,0.6399775042855601,0.3243516968209365
2017-09-12,854320587068222.1,213895643794983.22,1068216230863205.4,0.6522381634877812,0.3151060749331599
2017-09-13,856049964862293.9,214610434189606.2,1070660399051900.0,0.652117860452784,0.313133458553401
2017-09-14,856248341417549.0,213692134302445.06,1069940475719994.0,0.6190035960247938,0.2918577375066139
2017-09-15,857803564419359.6,213226169098913.03,1071029733518272.6,0.7189739824980134,0.3319433111108157
2017-09-16,859675936839352.0,210433089791503.4,1070109026630855.4,0.7951428844722573,0.38121334902006304
2017-09-17,862628623918143.9,210730622677701.44,1073359246595845.2,0.8276963396251338,0.4089370260615317
2017-09-18,862190914468285.6,210353979488682.6,1072544893956968.2,0.649190017100156,0.32752911894315495
2017-09-19,862121027714304.2,210307605098313.34,1072428632812617.6,0.6174353044266048,0.3148744891999595
2017-09-20,862908482548399.0,210608083147497.0,1073516565695896.0,0.6554534670910699,0.33033957036870526
2017-09-21,862697295425368.8,210112952774820.03,1072810248200188.8,0.6983429045401365,0.342350226065795
2017-09-22,863729573308096.1,210926844738137.66,1074656418046233.8,0.6679515763082666,0.3259782604557675
2017-09-23,865179642070820.1,211985139751159.0,1077164781821979.1,0.8024214231934522,0.3829184764302662
2017-09-24,866963880400532.5,212156619194007.3,1079120499594539.8,0.7949946681024878,0.4115348258899991
2017-09-25,863947056635618.0,213031242702967.7,1076978299338585.8,0.7181748456223107,0.35866874234508384
2017-09-26,862425818123200.5,211621037932493.7,1074046856055694.2,0.6932081405471686,0.32097553737511636
2017-09-27,861684628024697.8,211251851677152.56,1072936479701850.2,0.6723535345675365,0.32921845168801256
2017-09-28,861209683513051.9,211596750295376.8,1072806433808428.8,0.6396134231345401,0.30417800180075577
2017-09-29,861808838132630.8,211718066953429.84,1073526905086060.6,0.7801759550746645,0.3297800174257191
2017-09-30,863033600989576.5,211981835449265.2,1075015436438841.8,0.9272147233650675,0.39902554309727406
2017-10-01,864433591555890.6,211854192706095.97,1076287784261986.6,0.8443615937060471,0.40314357961928143
2017-10-02,864209032270307.0,212372406541245.03,1076581438811552.0,0.6859383549417349,0.345511677467072
2017-10-03,863530095617051.9,212213963171410.06,1075744058788462.0,0.7064399916241223,0.3416241331448546
2017-10-04,862223247681232.6,211915832293924.6,1074139079975157.2,0.65389513432997,0.3302990849673985
2017-10-05,863689768800943.5,215500132527550.03,1079189901328493.5,0.6677896598485684,0.3151239531114185
2017-10-06,863353975957938.1,217049503041079.25,1080403478999017.4,0.670902416595535,0.31460904534703743
2017-10-07,866810571029800.5,217288332316159.16,1084098903345959.6,0.785938506634015,0.37930691195643906
